,Material Class,,,,"Composition, wt.%",,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment,,,,,,,,,,,Irradiation Conditions,,,,Specimen Dimensions,,,,,,,,,,,Creep properties,,,,,,,,,,,,
Reference,Alloy Group,Alloy Designation,Alloy Grade,Class,Heat,"C, wt.%","Si, wt.%","Mn, wt.%","P, wt.%","S, wt.%","Ni, wt.%","Cr, wt.%","Mo, wt.%","Al, wt.%","N, wt.%","Ti, wt.%","Fe, wt.%","Nb, wt.%","B, wt.%","Cu, wt.%","V, wt.%","Mg, wt.%","Y, wt.%","Zr, wt.%","Zn, wt.%","W, wt.%","Sn, wt.%","Co, wt.%","O, wt.%","Ta, wt.%","H, wt.%",Manufacturing,Treatment,Treatment categories,"Treatment temperature, C","Post treatment temperature, C","Post treatment time, h",Cooling,Finishing process,Microstructure,Morphology,Grain size (μm),Irradiation Dose,Irradiation Temperature,Irradiated Specimen,Irradiation Time (h),Specimen Stock Type,Specimen Shape,Specimen Size,Creep Test Type,Length (mm),Thickness (mm),Fillet radius R (mm),Width (mm),Notch,Aspect ratio (L/w),Aspect ratio (t/w),Creep Test Type,Stress (Mpa),Temperature of Creep Test (C),Creep Rupture Life (h),Minimum Creep Rate (%/h),Strain to Rupture (%),Reduction of Area (%),Time (h),Strain (%),Vacuum,Comments and Notes,Sample Identiefiers,Source
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,121,750,,2.46633453361614e-06,,,2866.0471,5,,,916,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,162,750,,1.68833361472227e-05,,,1146.8622,20.001,,,917,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,291,750,,0.00178571428571428,,,24.1275,20.002,,,918,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,388,750,,0.0826923076923073,,,1.6203,20.033,,,919,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,110,800,,0.00149253731343283,,,93.5158,20.003,,,920,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,126,800,,0.00118343195266272,,,48.1267,20.003,,,921,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,94,800,,0.000599315068493097,,,222.365,20,,,922,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,75,900,,0.00496453900709219,,,17.2519,20.003,,,923,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,45,900,,0.000176304654442855,,,408.9386,20.002,,,924,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,60,900,,0.00265486725663715,,,60.2829,20.644,,,925,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,20,1000,,1.87300992695327e-05,,,661.8608,10.002,,,926,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,16,1000,,1.39392249790896e-05,,,517.2685,3.944,,,927,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,16,1000,,1.99800199800271e-05,,,791.2117,5,,,928,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,16,1000,,1.71262202431942e-05,,,289.1347,2,,,929,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,16,1000,,5.19958403327737e-05,,,209.4284,2.119,,,930,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,16,1000,,2.99760191846522e-05,,,1165.8705,9.778,,,931,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,20,1000,,0.000119904076738607,,,58.3153,2,,,932,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,20,1000,,0.000118483412322275,,,214.263,5.004,,,933,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,16,1000,,4.38404208680403e-05,,,1819.5599,20.119,,,934,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,20,1000,,0.000119189511323003,,,843.3611,20.771,,,935,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,16,1000,,1.22948300239742e-05,,,1292.3509,6.594,,,936,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,20,1000,,3.15457413249183e-05,,,302.4841,5.202,,,937,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,20,1000,,5.99161174355371e-05,,,323.4802,5.327,,,938,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,28,1000,,0.000435967302452294,,,212.9575,20.001,,,939,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,10,1000,,1.99960007998396e-06,,,3372.613,5.045,,,940,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,41,1000,,0.0062724014336915,,,22.6044,20.003,,,941,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,56,1000,,0.0241379310344827,,,3.4681,20.018,,,942,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,70,1000,,0.0652173913043478,,,1.0919,20.034,,,943,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,20,1000,,2.60552371026465e-05,,,612.8753,10.001,,,944,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
37,Inconel,IN-617,,,314626,0.05,0.1,0.1,0.001,0.002,54.1,22.2,8.6,1.1,0,0.4,1.5,0,0,0.04,0,0,0,0,0,0,0,11.6,0,0,0,"ThyssenKrupp VDM USA, Inc. ",Hot Rolled,Hot-worked,,,,,,,,150,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,20,1000,,7.98722044728349e-05,,,84.3858,2,,,945,URL: https://ndmashome.inl.gov/htr/htmSite/SGIHX/SitePages/Interrupted%20Creep%20Tests.aspx
38,Stainless Steel,A709,,,,0.066,0.44,0.91,0.014,0.001,24.98,19.93,1.51,0,0.148,0.04,51.6965,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,G.O. Carlson,Annealing,Thermal Treatment,1100,775,10,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,330,600,1524,,42,55,,,,,946,OSTI ID: 1688795
38,Stainless Steel,A709,,,,0.066,0.44,0.91,0.014,0.001,24.98,19.93,1.51,0,0.148,0.04,51.6965,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,G.O. Carlson,Annealing,Thermal Treatment,1150,775,10,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,330,600,1387,,45.1,51.5,,,,,947,OSTI ID: 1688795
38,Stainless Steel,A709,,,,0.066,0.44,0.91,0.014,0.001,24.98,19.93,1.51,0,0.148,0.04,51.6965,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,G.O. Carlson,Annealing,Thermal Treatment,1150,775,10,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,35,925,196,,66.8,76.9,,,,,948,OSTI ID: 1688795
38,Stainless Steel,A709,,,,0.066,0.44,0.91,0.014,0.001,24.98,19.93,1.51,0,0.148,0.04,51.6965,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,G.O. Carlson,Annealing,Thermal Treatment,1150,775,10,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,175,700,357,,68.8,77.6,,,,,949,OSTI ID: 1688795
38,Stainless Steel,A709,,,,0.066,0.44,0.91,0.014,0.001,24.98,19.93,1.51,0,0.148,0.04,51.6965,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,G.O. Carlson,Annealing,Thermal Treatment,1150,775,10,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,32,6.35,,,unnotched,,,Constant Stress,27,925,686,,60,59.6,,,,,950,OSTI ID: 1688795
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,353,550,218,,39,52,,,,,951,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,323,550,857,,35,49,,,,,952,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,304,550,4519,,22,38,,,,,953,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,304,550,8759,,27,30,,,,,954,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,284,550,10396,,25,26,,,,,955,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,284,550,14112,,22,30,,,,,956,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,274,550,12594,,27,37,,,,,957,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,265,550,33966,,27,40,,,,,958,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,255,550,73703,,31,37,,,,,959,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,245,550,94177,,28,45,,,,,960,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,225,550,82287,,,,,,,,961,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,265,600,242,,47,59,,,,,962,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,245,600,1318,,54,58,,,,,963,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,225,600,5851,,41,60,,,,,964,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,206,600,13288,,38,66,,,,,965,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,196,600,17435,,36,71,,,,,966,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
40,Stainless Steel,SS316FR,,,Plate A,0.009,0.57,0.86,0.025,0.005,11.25,16.85,2.06,0,0.0766,0,68.2944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Hot Rolled,Hot-worked,1050,,,Water Quenched,,,,4,,,No,,Rod,Cylindrical,Standard,Uniaxial,50,10,5,,unnotched,,,Constant Stress,176,600,34244,,43,70,,,,,967,DOI: https://doi.org/10.1016/j.nucengdes.2006.09.010
