,Material Class,,,,"Composition, wt.%",,,,,,,,,,,,,,,,,,,,,,,,,,,Treatment,,,,,,,,,,,Irradiation Conditions,,,,Specimen Dimensions,,,,,,,,,,,Creep properties,,,,,,,,,,,,
Reference,Alloy Group,Alloy Designation,Alloy Grade,Class,Heat,"C, wt.%","Si, wt.%","Mn, wt.%","P, wt.%","S, wt.%","Ni, wt.%","Cr, wt.%","Mo, wt.%","Al, wt.%","N, wt.%","Ti, wt.%","Fe, wt.%","Nb, wt.%","B, wt.%","Cu, wt.%","V, wt.%","Mg, wt.%","Y, wt.%","Zr, wt.%","Zn, wt.%","W, wt.%","Sn, wt.%","Co, wt.%","O, wt.%","Ta, wt.%","H, wt.%",Manufacturing,Treatment,Treatment categories,"Treatment temperature, C","Post treatment temperature, C","Post treatment time, h",Cooling,Finishing process,Microstructure,Morphology,Grain size (μm),Irradiation Dose,Irradiation Temperature,Irradiated Specimen,Irradiation Time (h),Specimen Stock Type,Specimen Shape,Specimen Size,Creep Test Type,Length (mm),Thickness (mm),Fillet radius R (mm),Width (mm),Notch,Aspect ratio (L/w),Aspect ratio (t/w),Creep Test Type,Stress (Mpa),Temperature of Creep Test (C),Creep Rupture Life (h),Minimum Creep Rate (%/h),Strain to Rupture (%),Reduction of Area (%),Time (h),Strain (%),Vacuum,Comments and Notes,Sample Identiefiers,Source
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,175,700,,0.0446,,,,,,,46,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,175,650,,0.00109,,,,,,,47,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,20,925,,0.000318,,,,,,,48,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,10,1000,,0.000406,,,,,,,49,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,11,975,,0.00104,,,,,,,50,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,15,975,,0.000901,,,,,,,51,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,7,1000,,3.31e-06,,,,,,,52,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,20,950,,0.000376,,,,,,,53,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,20,900,,0.000182,,,,,,,54,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,30,900,,0.000451,,,,,,,55,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,24,900,,0.000241,,,,,,,56,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,30,875,,0.000255,,,,,,,57,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,15,925,,2.21e-05,,,,,,,58,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,24,875,,0.000207,,,,,,,59,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,24,925,,0.0054,,,,,,,60,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,15,950,,0.000238,,,,,,,61,OSTI ID: 1887676
2,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,G.O. Carlson Inc,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,15,975,,0.000734,,,,,,,62,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,75,775,,0.00561,,,,,,,63,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,110,725,,0.00623,,,,,,,64,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,140,700,,0.00528,,,,,,,65,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,150,700,,0.00664,,,,,,,66,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,175,700,,0.0138,,,,,,,67,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,9,1000,,9.8e-05,,,,,,,68,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,27,900,,0.000281,,,,,,,69,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,65,800,,0.00533,,,,,,,70,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,24,925,,0.000193,,,,,,,71,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,35,925,,0.0106,,,,,,,72,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,20,975,,0.00479,,,,,,,73,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,30,900,,0.000639,,,,,,,74,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,20,950,,0.000943,,,,,,,75,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,13,975,,0.00189,,,,,,,76,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,35,900,,0.00424,,,,,,,77,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,75,800,,0.0121,,,,,,,78,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,35,875,,0.000835999999999999,,,,,,,79,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,24,950,,0.00108,,,,,,,80,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,110,750,,0.0118,,,,,,,81,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,65,825,,0.0262,,,,,,,82,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,140,725,,0.018,,,,,,,83,OSTI ID: 1887676
2,Stainless Steel,A709,,,529900,0.08,0.38,0.9,0.014,0.001,24.6,19.9,1.51,0.02,0.152,0.01,52.179,0.17,0.004,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Allegheny Technologies Incorporated,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,175,675,,0.0028,,,,,,,84,OSTI ID: 1887676
4,Stainless Steel,A709,,,58776,0.066,0.44,0.91,0.014,0,24.98,19.93,1.51,0,0.148,0.04,51.6975,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,Argon Oxygen Decarburization,,Thermal Treatment,,1050,,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,3.175,,unnotched,,,,330,600,682.7,0.011,17.2,22.8,,,,,85,URL: https://publications.anl.gov/anlpubs/2018/12/148866.pdf
4,Stainless Steel,A709,,,58776,0.066,0.44,0.91,0.014,0,24.98,19.93,1.51,0,0.148,0.04,51.6975,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,Argon Oxygen Decarburization,,Thermal Treatment,,1050,,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,3.175,,unnotched,,,,330,600,577.8,0.012,15.6,21.9,,,,,86,URL: https://publications.anl.gov/anlpubs/2018/12/148866.pdf
4,Stainless Steel,A709,,,58776,0.066,0.44,0.91,0.014,0,24.98,19.93,1.51,0,0.148,0.04,51.6975,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,Argon Oxygen Decarburization,,Thermal Treatment,,1100,,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,3.175,,unnotched,,,,330,600,1752.3,0.0037,26,34.4,,,,,87,URL: https://publications.anl.gov/anlpubs/2018/12/148866.pdf
4,Stainless Steel,A709,,,58776,0.066,0.44,0.91,0.014,0,24.98,19.93,1.51,0,0.148,0.04,51.6975,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,electro-slag remelting,,Thermal Treatment,,1050,,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,3.175,,unnotched,,,,330,600,714.1,0.017,30.5,30.8,,,,,88,URL: https://publications.anl.gov/anlpubs/2018/12/148866.pdf
4,Stainless Steel,A709,,,58776,0.066,0.44,0.91,0.014,0,24.98,19.93,1.51,0,0.148,0.04,51.6975,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,electro-slag remelting,,Thermal Treatment,,1050,,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,3.175,,unnotched,,,,330,600,741.6,0.017,30.7,31.3,,,,,89,URL: https://publications.anl.gov/anlpubs/2018/12/148866.pdf
4,Stainless Steel,A709,,,58776,0.066,0.44,0.91,0.014,0,24.98,19.93,1.51,0,0.148,0.04,51.6975,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,electro-slag remelting,,Thermal Treatment,,1100,,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,3.175,,unnotched,,,,330,600,2168,0.0033,33.6,45.1,,,,,90,URL: https://publications.anl.gov/anlpubs/2018/12/148866.pdf
4,Stainless Steel,A709,,,58776,0.066,0.44,0.91,0.014,0,24.98,19.93,1.51,0,0.148,0.04,51.6975,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,electro-slag remelting + homogenized,,Thermal Treatment,,1050,,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,3.175,,unnotched,,,,330,600,682.2,0.012,16.4,18,,,,,91,URL: https://publications.anl.gov/anlpubs/2018/12/148866.pdf
4,Stainless Steel,A709,,,58776,0.066,0.44,0.91,0.014,0,24.98,19.93,1.51,0,0.148,0.04,51.6975,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,electro-slag remelting + homogenized,,Thermal Treatment,,1050,,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,3.175,,unnotched,,,,330,600,700,0.012,17.6,19.5,,,,,92,URL: https://publications.anl.gov/anlpubs/2018/12/148866.pdf
4,Stainless Steel,A709,,,58776,0.066,0.44,0.91,0.014,0,24.98,19.93,1.51,0,0.148,0.04,51.6975,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,electro-slag remelting + homogenized,,Thermal Treatment,,1100,,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,3.175,,unnotched,,,,330,600,1624.1,0.0037,23.9,29.5,,,,,93,URL: https://publications.anl.gov/anlpubs/2018/12/148866.pdf
4,Stainless Steel,A709,,,58776,0.066,0.44,0.91,0.014,0,24.98,19.93,1.51,0,0.148,0.04,51.6975,0.26,0.0045,0,0,0,0,0,0,0,0,0,0,0,0,electro-slag remelting + homogenized,,Thermal Treatment,,1150,,,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,3.175,,unnotched,,,,330,600,1703,0.0023,14.9,23,,,,,94,URL: https://publications.anl.gov/anlpubs/2018/12/148866.pdf
5,Stainless Steel,A709,,,58776,0.07,0.44,0.91,0.014,0,24.98,19.93,1.51,0.02,0.148,0.04,51.5935,0.26,0.0045,0.06,0,0,0,0,0,0,0,0.02,0,0,0,Argon Oxygen Decarburization,,Thermal Treatment,,1100,,,,,,10,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,330,600,1752,0.00368,6,34.4,,,,,95,DOI: https://doi.org/10.2172/1820619
5,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,electro-slag remelting,,Thermal Treatment,,1100,,,,,,10,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,330,600,2386,0.0022,4.87,33.9,,,,,96,DOI: https://doi.org/10.2172/1820619
5,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,electro-slag remelting,,Thermal Treatment,,1150,,,,,,10,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,330,600,3690,0.0016,5.6,39.8,,,,,97,DOI: https://doi.org/10.2172/1820619
5,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,electro-slag remelting,Precipitation Treatment,Thermal Treatment,,1100,10,,,,,10,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,330,600,1524,0.00511,4.29,55,,,,,98,DOI: https://doi.org/10.2172/1820619
5,Stainless Steel,A709,,,58776,0.066,0.38,0.9,0.014,0.001,25.14,20.05,1.51,0.02,0.152,0.01,51.414,0.26,0.003,0.06,0,0,0,0,0,0,0,0.02,0,0,0,electro-slag remelting,Precipitation Treatment,Thermal Treatment,,1150,10,,,,,10,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,31.75,6.35,,,unnotched,,,,330,600,1387,0.00722,3.87,51.5,,,,,99,DOI: https://doi.org/10.2172/1820619
6,Stainless Steel,A709,,,58766-4A,0.07,0.44,0.91,0.014,0.001,24.98,19.93,1.51,0.02,0.148,0.04,51.5925,0.26,0.0045,0.06,0,0,0,0,0,0,0,0.02,0,0,0,,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,330,600,6.5,,,,,,,,100,URL: https://info.ornl.gov/sites/publications/Files/Pub184709.pdf
6,Stainless Steel,A709,,,58766-4A,0.07,0.44,0.91,0.014,0.001,24.98,19.93,1.51,0.02,0.148,0.04,51.5925,0.26,0.0045,0.06,0,0,0,0,0,0,0,0.02,0,0,0,,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,175,650,5092.2,,,,,,,,101,URL: https://info.ornl.gov/sites/publications/Files/Pub184709.pdf
6,Stainless Steel,A709,,,58766-4A,0.07,0.44,0.91,0.014,0.001,24.98,19.93,1.51,0.02,0.148,0.04,51.5925,0.26,0.0045,0.06,0,0,0,0,0,0,0,0.02,0,0,0,,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,175,625,15940,,,,,,,,102,URL: https://info.ornl.gov/sites/publications/Files/Pub184709.pdf
6,Stainless Steel,A709,,,58766-4A,0.07,0.44,0.91,0.014,0.001,24.98,19.93,1.51,0.02,0.148,0.04,51.5925,0.26,0.0045,0.06,0,0,0,0,0,0,0,0.02,0,0,0,,,Thermal Treatment,,775,10,Air Cooled,,,,,,,No,,Rod,Cylindrical,Sub-Size,Uniaxial,47.625,9.525,4.7625,,unnotched,,,,150,650,15254.4,,,,,,,,103,URL: https://info.ornl.gov/sites/publications/Files/Pub184709.pdf
